id,triggerChannelTitle,triggerTitle,triggerDesc,actionChannelTitle,actionTitle,actionDesc,deviceCategory
dVwrF4si,Nest Thermostat,Temperature rises above,This Trigger fires every time the temperature rises above a threshold you specify.,WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
dYw3hZXi,uHoo,uHoo air quality alert,This trigger fires when your air quality goes above or below the target level.,Lutron Caséta and RA2 Select,Set light level,This Action will set a Lutron dimmer or switch to the level you specify.,Generic/Other
dm9HhXrt,Email,Send IFTTT any email,Send IFTTT any email at trigger@applet.ifttt.com and this Trigger fires. You can optionally add a single file attachment and IFTTT will create a public URL to the file as an Ingredient. This trigger will reject emails with attachments over 30MB.,Wink: Pivot Power Genius,Toggle on/off,This Action will toggle the Pivot Power Genius outlet you specific on or off.,Generic/Other
dmJWL9jH,Weather Underground,Sunset,This Trigger fires within 15 minutes of the sunset in your location.,Smart Life,Turn on,This action will turn on the device/group of your choosing.,Generic/Other
dnza4GLp,Weather Underground,Sunset,This Trigger fires within 15 minutes of the sunset in your location.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
druLP9DZ,WeMo Motion,Any new motion,This Trigger fires every time your WeMo Motion sensor detects new motion.,WeMo Smart Plug,Toggle on/off,This Action will toggle a WeMo Switch on or off.,Generic/Other
dvw45Bim,WeMo Light Switch,Long press,This Trigger fires every time your WeMo Light Switch is turned on or off with a long press over two seconds.,WeMo Smart Plug,Toggle on/off,This Action will toggle a WeMo Switch on or off.,Generic/Other
dwRq4QFr,Date & Time,Every day of the week at,This Trigger fires only on specific days of the week at the time you provide.,Smart Life,Turn off,This action will turn off the device/group of your choosing.,Generic/Other
dyu7CwB5,WeMo Smart Plug,Switched off,This Trigger fires every time your WeMo Switch is turned off.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
e2QeJSK9,Date & Time,Every hour at,"This Trigger fires once an hour at :00, :15, :30, or :45 minutes past the hour.",WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
e2ZNGvXs,ecobee,Thermostat indoor temperature is less than,This trigger fires every time your ecobee thermostat senses that the indoor temperature is less than a specific value you supply.,WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
e3AeFWME,Android Device,Disconnects from a specific WiFi network,This Trigger fires every time your Android device disconnects from a WiFi network you specify.,Smart Life,Activate Scene,This action will activate the specified scene.,Generic/Other
e45mG7bY,Android SMS,New SMS sent matches search,This Trigger fires every time you send an SMS on your Android device that matches a search you specify.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
e4f8t3pb,Email,Send IFTTT any email,Send IFTTT any email at trigger@applet.ifttt.com and this Trigger fires. You can optionally add a single file attachment and IFTTT will create a public URL to the file as an Ingredient. ,WeMo Smart Plug,Toggle on/off,This Action will toggle a WeMo Switch on or off.,Generic/Other
e57aSGcL,Button widget,Button press,This trigger fires every time you press the button.,TP-Link Kasa,Toggle,This action will toggle a device.,Generic/Other
e7da8ueB,Nest Thermostat,Nest set to Away,This Trigger fires every time the home you specify is set to Away.,WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
eBeKQgnr,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",Nefit Easy,Set manual mode,This Action will set your Nefit Easy to manual mode.,Generic/Other
eCKStMVE,Amazon Alexa,Your Alarm goes off,This Trigger fires every time your alarm goes off.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
eGDZXjK8,iHome Enhance,iHome Enhance button is pressed,This trigger fires when an iHome Enhance button is pressed,Lutron Caséta and RA2 Select,Set light level,This Action will set a Lutron dimmer or switch to the level you specify.,Generic/Other
eKaMVQtW,Date & Time,Every day at,This Trigger fires every single day at a specific time set by you.,WeMo Insight Switch,Turn on,"This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on.",Generic/Other
eSByquLr,OhmConnect,An #OhmHour ends,This trigger fires when an OhmHour ends.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
eTkyu72A,Nest Thermostat,Temperature rises above,This Trigger fires every time the temperature rises above a threshold you specify.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
eX6pejKv,Location,You exit an area,This Trigger fires every time you exit an area you specify.,Wemo Dimmer,Turn off,"This action will turn a WeMo Dimmer off. If the WeMo Dimmer is already off, it will remain off.",Generic/Other
eadxJCHA,Fitbit,Daily step goal achieved,This Trigger fires every time you achieve your daily step goal.,WeMo Smart Plug,Turn on then off,This Action will turn a WeMo Switch on then immediately back off.,Generic/Other
ecap4L79,Google Assistant,Say a simple phrase,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",Smart Life,Turn off,This action will turn off the device/group of your choosing.,Generic/Other
efKcDgNr,Location,You exit an area,This Trigger fires every time you exit an area you specify.,TP-Link Kasa,Activate scene,This action will activate a selected Scene from your account.,Generic/Other
enpMx8Pw,Nest Thermostat,Nest set to Away,This Trigger fires every time the home you specify is set to Away.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
eufMK6JD,Google Assistant,Say a simple phrase,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",Nature Remo,Control home appliances,This action will send an infrared signal to control your home appliances.,Generic/Other
evNut5kx,Wireless Tag,Temperature returns to normal,This Trigger fires when a specified tag senses that its ambient temperature returns between the upper and lower thresholds configured at temperature options screen inside the WirelessTag app.,WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
evTCXn7G,Smart Life,Device or group is turned on,This trigger fires when the specified device/group is turned on.,Smart Life,Turn off,This action will turn off the device/group of your choosing.,Generic/Other
exLSN8gj,Button widget,Button press,This trigger fires every time you press the button.,WeMo Smart Plug,Toggle on/off,This Action will toggle a WeMo Switch on or off.,Generic/Other
eySjKDsr,Myfox HomeControl,System detects a household risk,This Trigger fires every time your Myfox security system detects a household risk.,WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
f4iBvPZV,Mitsubishi Electric kumo cloud,Zone turned on,This trigger fires when a Mitsubishi Electric zone turns on.,TP-Link Kasa,Turn on,This action will turn on a device.,Generic/Other
f9eRb6Dw,Weather Underground,Sunset,This Trigger fires within 15 minutes of the sunset in your location.,Smart Life,Turn on,This action will turn on the device/group of your choosing.,Generic/Other
fBgXMKbj,Location,You exit an area,This Trigger fires every time you exit an area you specify.,WeMo Smart Plug,Turn off,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off.",Generic/Other
fCafMVbF,WeMo Light Switch,Switched off,This Trigger fires every time your WeMo Light Switch is turned off.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
fDU6ebxc,Phone Call (US only),Leave IFTTT any voicemail,This Trigger fires every time you leave any voicemail at your IFTTT phone number.,WeMo Smart Plug,Toggle on/off,This Action will toggle a WeMo Switch on or off.,Generic/Other
fEsSQPGh,Date & Time,Every day at,This Trigger fires every single day at a specific time set by you.,SwitchBot,Bot turn on ,This action will trigger the specified Bot to turn on the switch.,Generic/Other
fFvMr6Hi,Flic,Flic is clicked,This Trigger fires every time you click the selected Flic.,WeMo Smart Plug,Toggle on/off,This Action will toggle a WeMo Switch on or off.,Generic/Other
fGAW3Sqy,Google Assistant,Say a simple phrase,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",Smart Life,Turn off,This action will turn off the device/group of your choosing.,Generic/Other
fHUA9RSs,Location,You exit an area,This Trigger fires every time you exit an area you specify.,iRobot,Start robot,This action will start your robot.,Generic/Other
fJ7KpPSC,Android Device,Disconnects from any WiFi network,This Trigger fires every time your Android device disconnects from any WiFi network.,WeMo Insight Switch,Turn on,"This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on.",Generic/Other
fKMeLC9h,Weather Underground,Sunset,This Trigger fires within 15 minutes of the sunset in your location.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
fSX3Kfbp,Weather Underground,Current temperature drops below,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,WeMo Smart Plug,Turn on,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on.",Generic/Other
